Label,Earthquake id,Step id,Step total time,Non_io_time,IO time
PFS,2,104,2.08,1.82,0.26
PFS,2,105,2.58,1.73,0.85
PFS,2,106,2.01,1.73,0.28
PFS,2,107,1.98,1.72,0.26
PFS,2,108,1.98,1.72,0.26
PFS,2,109,2.0,1.74,0.26
PFS,2,110,1.99,1.73,0.26
PFS,2,111,2.1,1.73,0.37
PFS,2,112,1.99,1.73,0.26
PFS,2,113,2.04,1.77,0.27
PFS,2,114,2.81,1.77,1.04
PFS,2,115,2.01,1.75,0.26
PFS,2,116,2.01,1.75,0.26
PFS,2,117,2.18,1.93,0.25
PFS,2,118,2.16,1.75,0.41
PFS,2,119,1.98,1.72,0.26
PFS,2,120,1.99,1.73,0.26
PFS,2,121,1.99,1.73,0.26
PFS,2,122,1.98,1.72,0.26
PFS,2,123,2.07,1.73,0.34
PFS,2,124,14.7,1.74,12.96
PFS,2,125,2.08,1.73,0.35
PFS,2,126,2.0,1.74,0.26
PFS,2,127,2.03,1.72,0.31
PFS,2,128,2.16,1.9,0.26
PFS,2,129,1.98,1.72,0.26
PFS,2,130,2.03,1.77,0.26
PFS,2,131,2.16,1.76,0.4
PFS,2,132,2.02,1.76,0.26
PFS,2,133,,,0.26
PFS,3,1,2.65,1.87,0.78
PFS,3,2,11.91,1.75,10.16
PFS,3,3,4.58,1.83,2.75
PFS,3,4,2.01,1.73,0.28
PFS,3,5,2.06,1.78,0.28
PFS,3,6,2.06,1.79,0.27
PFS,3,7,2.07,1.75,0.32
PFS,3,8,2.05,1.77,0.28
PFS,3,9,2.02,1.74,0.28
PFS,3,10,2.21,1.91,0.3
PFS,3,11,2.02,1.74,0.28
PFS,3,12,2.03,1.75,0.28
PFS,3,13,2.03,1.75,0.28
PFS,3,14,2.2,1.72,0.48
PFS,3,15,3.45,1.73,1.72
PFS,3,16,2.04,1.76,0.28
PFS,3,17,2.01,1.73,0.28
PFS,3,18,2.09,1.8,0.29
PFS,3,19,2.01,1.72,0.29
PFS,3,20,2.2,1.76,0.44
PFS,3,21,2.03,1.74,0.29
PFS,3,22,2.07,1.79,0.28
PFS,3,23,2.03,1.75,0.28
PFS,3,24,2.01,1.72,0.29
PFS,3,25,16.51,1.74,14.77
PFS,3,26,2.42,1.72,0.7
PFS,3,27,2.11,1.75,0.36
PFS,3,28,2.01,1.72,0.29
PFS,3,29,2.18,1.9,0.28
PFS,3,30,2.05,1.77,0.28
PFS,3,31,2.12,1.84,0.28
PFS,3,32,2.01,1.72,0.29
PFS,3,33,2.42,1.78,0.64
PFS,3,34,2.01,1.73,0.28
PFS,3,35,2.04,1.73,0.31
PFS,3,36,2.87,1.75,1.12
PFS,3,37,2.03,1.75,0.28
PFS,3,38,2.07,1.79,0.28
PFS,3,39,2.01,1.73,0.28
PFS,3,40,2.11,1.73,0.38
PFS,3,41,2.0,1.72,0.28
PFS,3,42,2.01,1.73,0.28
PFS,3,43,2.03,1.75,0.28
PFS,3,44,2.95,1.74,1.21
PFS,3,45,2.16,1.89,0.27
PFS,3,46,10.47,1.74,8.73
PFS,3,47,14.42,1.73,12.69
PFS,3,48,2.31,1.72,0.59
PFS,3,49,2.19,1.92,0.27
PFS,3,50,2.01,1.73,0.28
PFS,3,51,2.12,1.84,0.28
PFS,3,52,2.06,1.78,0.28
PFS,3,53,2.15,1.73,0.42
PFS,3,54,2.07,1.8,0.27
PFS,3,55,2.36,1.74,0.62
PFS,3,56,2.14,1.87,0.27
PFS,3,57,2.0,1.72,0.28
PFS,3,58,2.02,1.74,0.28
PFS,3,59,4.02,1.73,2.29
PFS,3,60,2.03,1.76,0.27
PFS,3,61,2.01,1.73,0.28
PFS,3,62,2.01,1.73,0.28
PFS,3,63,2.01,1.74,0.27
PFS,3,64,6.67,1.75,4.92
PFS,3,65,2.42,1.73,0.69
PFS,3,66,2.19,1.73,0.46
PFS,3,67,2.0,1.72,0.28
PFS,3,68,2.6,1.73,0.87
PFS,3,69,2.0,1.72,0.28
PFS,3,70,2.01,1.74,0.27
PFS,3,71,2.05,1.78,0.27
PFS,3,72,2.52,1.75,0.77
PFS,3,73,2.0,1.73,0.27
PFS,3,74,2.0,1.73,0.27
PFS,3,75,2.08,1.81,0.27
PFS,3,76,2.06,1.79,0.27
PFS,3,77,2.14,1.87,0.27
PFS,3,78,2.05,1.78,0.27
PFS,3,79,2.14,1.73,0.41
PFS,3,80,2.37,1.75,0.62
PFS,3,81,2.01,1.74,0.27
PFS,3,82,1.99,1.72,0.27
PFS,3,83,2.0,1.73,0.27
PFS,3,84,2.07,1.81,0.26
PFS,3,85,2.35,1.72,0.63
PFS,3,86,1.99,1.72,0.27
PFS,3,87,2.02,1.72,0.3
PFS,3,88,2.0,1.73,0.27
PFS,3,89,2.0,1.73,0.27
PFS,3,90,2.0,1.73,0.27
PFS,3,91,2.84,1.74,1.1
PFS,3,92,2.1,1.78,0.32
PFS,3,93,11.27,1.74,9.53
PFS,3,94,23.02,1.73,21.29
PFS,3,95,3.7,1.74,1.96
PFS,3,96,2.0,1.72,0.28
PFS,3,97,1.99,1.72,0.27
PFS,3,98,3.52,1.72,1.8
PFS,3,99,2.01,1.74,0.27
PFS,3,100,2.01,1.72,0.29
PFS,3,101,2.03,1.77,0.26
PFS,3,102,2.02,1.75,0.27
PFS,3,103,2.0,1.73,0.27
PFS,3,104,1.99,1.73,0.26
PFS,3,105,2.07,1.74,0.33
PFS,3,106,2.26,1.73,0.53
PFS,3,107,2.14,1.75,0.39
PFS,3,108,1.99,1.73,0.26
PFS,3,109,2.78,1.74,1.04
PFS,3,110,1.99,1.73,0.26
PFS,3,111,2.09,1.74,0.35
PFS,3,112,1.99,1.72,0.27
PFS,3,113,2.0,1.74,0.26
PFS,3,114,1.99,1.73,0.26
PFS,3,115,1.99,1.73,0.26
PFS,3,116,2.08,1.83,0.25
PFS,3,117,2.03,1.72,0.31
PFS,3,118,2.08,1.72,0.36
PFS,3,119,1.99,1.73,0.26
PFS,3,120,1.99,1.72,0.27
PFS,3,121,2.05,1.74,0.31
PFS,3,122,5.02,1.75,3.27
PFS,3,123,2.04,1.77,0.27
PFS,3,124,2.09,1.75,0.34
PFS,3,125,2.0,1.73,0.27
PFS,3,126,1.98,1.71,0.27
PFS,3,127,2.0,1.74,0.26
PFS,3,128,2.23,1.73,0.5
PFS,3,129,2.01,1.75,0.26
PFS,3,130,2.03,1.73,0.3
PFS,3,131,2.1,1.73,0.37
PFS,3,132,12.81,1.73,11.08
