Label,Earthquake id,Step id,Step total time,Non_io_time,IO time
1ppn-all-1sec,13,114,2.1,1.73,0.37
1ppn-all-1sec,13,115,2.07,1.73,0.34
1ppn-all-1sec,13,116,2.06,1.74,0.32
1ppn-all-1sec,13,117,2.09,1.74,0.35
1ppn-all-1sec,13,118,2.06,1.73,0.33
1ppn-all-1sec,13,119,2.08,1.76,0.32
1ppn-all-1sec,13,120,2.07,1.75,0.32
1ppn-all-1sec,13,121,2.06,1.77,0.29
1ppn-all-1sec,13,122,2.09,1.75,0.34
1ppn-all-1sec,13,123,2.05,1.75,0.3
1ppn-all-1sec,13,124,2.08,1.76,0.32
1ppn-all-1sec,13,125,2.05,1.78,0.27
1ppn-all-1sec,13,126,2.1,1.75,0.35
1ppn-all-1sec,13,127,2.25,1.78,0.47
1ppn-all-1sec,13,128,2.12,1.75,0.37
1ppn-all-1sec,13,129,2.05,1.74,0.31
1ppn-all-1sec,13,130,2.04,1.73,0.31
1ppn-all-1sec,13,131,2.02,1.75,0.27
1ppn-all-1sec,13,132,2.05,1.72,0.33
1ppn-all-1sec,13,133,,,0.8
1ppn-all-1sec,14,1,2.59,1.93,0.66
1ppn-all-1sec,14,2,2.03,1.76,0.27
1ppn-all-1sec,14,3,2.06,1.75,0.31
1ppn-all-1sec,14,4,2.03,1.74,0.29
1ppn-all-1sec,14,5,2.13,1.8,0.33
1ppn-all-1sec,14,6,2.17,1.81,0.36
1ppn-all-1sec,14,7,2.1,1.78,0.32
1ppn-all-1sec,14,8,2.12,1.73,0.39
1ppn-all-1sec,14,9,2.1,1.79,0.31
1ppn-all-1sec,14,10,2.11,1.76,0.35
1ppn-all-1sec,14,11,2.2,1.83,0.37
1ppn-all-1sec,14,12,2.12,1.84,0.28
1ppn-all-1sec,14,13,2.11,1.75,0.36
1ppn-all-1sec,14,14,2.13,1.76,0.37
1ppn-all-1sec,14,15,2.1,1.73,0.37
1ppn-all-1sec,14,16,2.13,1.75,0.38
1ppn-all-1sec,14,17,2.11,1.74,0.37
1ppn-all-1sec,14,18,2.13,1.76,0.37
1ppn-all-1sec,14,19,2.16,1.8,0.36
1ppn-all-1sec,14,20,2.02,1.73,0.29
1ppn-all-1sec,14,21,2.01,1.72,0.29
1ppn-all-1sec,14,22,2.09,1.75,0.34
1ppn-all-1sec,14,23,2.07,1.74,0.33
1ppn-all-1sec,14,24,2.14,1.76,0.38
1ppn-all-1sec,14,25,2.02,1.73,0.29
1ppn-all-1sec,14,26,2.16,1.79,0.37
1ppn-all-1sec,14,27,2.13,1.8,0.33
1ppn-all-1sec,14,28,2.12,1.78,0.34
1ppn-all-1sec,14,29,2.1,1.73,0.37
1ppn-all-1sec,14,30,2.07,1.78,0.29
1ppn-all-1sec,14,31,2.11,1.73,0.38
1ppn-all-1sec,14,32,2.15,1.76,0.39
1ppn-all-1sec,14,33,2.03,1.74,0.29
1ppn-all-1sec,14,34,2.12,1.76,0.36
1ppn-all-1sec,14,35,2.1,1.73,0.37
1ppn-all-1sec,14,36,2.13,1.78,0.35
1ppn-all-1sec,14,37,2.13,1.79,0.34
1ppn-all-1sec,14,38,2.1,1.73,0.37
1ppn-all-1sec,14,39,2.09,1.72,0.37
1ppn-all-1sec,14,40,2.07,1.74,0.33
1ppn-all-1sec,14,41,2.11,1.75,0.36
1ppn-all-1sec,14,42,2.04,1.76,0.28
1ppn-all-1sec,14,43,2.1,1.74,0.36
1ppn-all-1sec,14,44,2.1,1.74,0.36
1ppn-all-1sec,14,45,2.1,1.74,0.36
1ppn-all-1sec,14,46,2.12,1.75,0.37
1ppn-all-1sec,14,47,2.11,1.74,0.37
1ppn-all-1sec,14,48,2.11,1.76,0.35
1ppn-all-1sec,14,49,2.18,1.81,0.37
1ppn-all-1sec,14,50,2.03,1.74,0.29
1ppn-all-1sec,14,51,2.17,1.82,0.35
1ppn-all-1sec,14,52,2.2,1.77,0.43
1ppn-all-1sec,14,53,2.08,1.73,0.35
1ppn-all-1sec,14,54,2.06,1.72,0.34
1ppn-all-1sec,14,55,2.1,1.74,0.36
1ppn-all-1sec,14,56,2.09,1.75,0.34
1ppn-all-1sec,14,57,2.07,1.73,0.34
1ppn-all-1sec,14,58,2.08,1.73,0.35
1ppn-all-1sec,14,59,2.1,1.76,0.34
1ppn-all-1sec,14,60,2.11,1.75,0.36
1ppn-all-1sec,14,61,2.11,1.74,0.37
1ppn-all-1sec,14,62,2.13,1.77,0.36
1ppn-all-1sec,14,63,2.09,1.76,0.33
1ppn-all-1sec,14,64,2.09,1.76,0.33
1ppn-all-1sec,14,65,2.06,1.72,0.34
1ppn-all-1sec,14,66,2.11,1.73,0.38
1ppn-all-1sec,14,67,2.04,1.72,0.32
1ppn-all-1sec,14,68,2.01,1.73,0.28
1ppn-all-1sec,14,69,2.05,1.72,0.33
1ppn-all-1sec,14,70,2.09,1.74,0.35
1ppn-all-1sec,14,71,2.07,1.73,0.34
1ppn-all-1sec,14,72,2.07,1.74,0.33
1ppn-all-1sec,14,73,2.08,1.73,0.35
1ppn-all-1sec,14,74,2.09,1.75,0.34
1ppn-all-1sec,14,75,2.01,1.73,0.28
1ppn-all-1sec,14,76,2.21,1.79,0.42
1ppn-all-1sec,14,77,2.26,1.78,0.48
1ppn-all-1sec,14,78,2.14,1.76,0.38
1ppn-all-1sec,14,79,2.18,1.75,0.43
1ppn-all-1sec,14,80,2.08,1.74,0.34
1ppn-all-1sec,14,81,2.17,1.81,0.36
1ppn-all-1sec,14,82,2.08,1.72,0.36
1ppn-all-1sec,14,83,2.07,1.72,0.35
1ppn-all-1sec,14,84,2.01,1.72,0.29
1ppn-all-1sec,14,85,2.09,1.73,0.36
1ppn-all-1sec,14,86,2.07,1.73,0.34
1ppn-all-1sec,14,87,2.02,1.74,0.28
1ppn-all-1sec,14,88,2.0,1.72,0.28
1ppn-all-1sec,14,89,2.08,1.72,0.36
1ppn-all-1sec,14,90,2.05,1.73,0.32
1ppn-all-1sec,14,91,2.08,1.74,0.34
1ppn-all-1sec,14,92,2.08,1.72,0.36
1ppn-all-1sec,14,93,2.05,1.72,0.33
1ppn-all-1sec,14,94,2.07,1.74,0.33
1ppn-all-1sec,14,95,2.08,1.73,0.35
1ppn-all-1sec,14,96,2.06,1.74,0.32
1ppn-all-1sec,14,97,2.1,1.76,0.34
1ppn-all-1sec,14,98,2.07,1.74,0.33
1ppn-all-1sec,14,99,2.09,1.75,0.34
1ppn-all-1sec,14,100,2.12,1.76,0.36
1ppn-all-1sec,14,101,2.16,1.74,0.42
1ppn-all-1sec,14,102,2.12,1.76,0.36
1ppn-all-1sec,14,103,2.12,1.85,0.27
1ppn-all-1sec,14,104,2.11,1.73,0.38
1ppn-all-1sec,14,105,2.18,1.77,0.41
1ppn-all-1sec,14,106,2.12,1.76,0.36
1ppn-all-1sec,14,107,2.07,1.74,0.33
1ppn-all-1sec,14,108,2.11,1.75,0.36
1ppn-all-1sec,14,109,2.18,1.73,0.45
1ppn-all-1sec,14,110,2.2,1.75,0.45
1ppn-all-1sec,14,111,2.08,1.74,0.34
1ppn-all-1sec,14,112,2.17,1.72,0.45
1ppn-all-1sec,14,113,2.18,1.73,0.45
1ppn-all-1sec,14,114,2.14,1.73,0.41
1ppn-all-1sec,14,115,2.14,1.72,0.42
1ppn-all-1sec,14,116,2.02,1.72,0.3
1ppn-all-1sec,14,117,2.07,1.73,0.34
1ppn-all-1sec,14,118,2.06,1.74,0.32
1ppn-all-1sec,14,119,2.07,1.76,0.31
1ppn-all-1sec,14,120,2.09,1.75,0.34
1ppn-all-1sec,14,121,2.12,1.78,0.34
1ppn-all-1sec,14,122,2.06,1.72,0.34
1ppn-all-1sec,14,123,2.05,1.77,0.28
1ppn-all-1sec,14,124,2.1,1.78,0.32
1ppn-all-1sec,14,125,2.12,1.75,0.37
1ppn-all-1sec,14,126,2.07,1.73,0.34
1ppn-all-1sec,14,127,2.15,1.79,0.36
1ppn-all-1sec,14,128,2.23,1.78,0.45
1ppn-all-1sec,14,129,2.11,1.72,0.39
1ppn-all-1sec,14,130,2.08,1.73,0.35
1ppn-all-1sec,14,131,2.69,1.75,0.94
1ppn-all-1sec,14,132,3.28,1.73,1.55
1ppn-all-1sec,14,133,,,0.33
1ppn-all-1sec,15,1,2.6,1.94,0.66
1ppn-all-1sec,15,2,2.1,1.75,0.35
1ppn-all-1sec,15,3,2.03,1.76,0.27
1ppn-all-1sec,15,4,2.06,1.73,0.33
1ppn-all-1sec,15,5,2.13,1.8,0.33
1ppn-all-1sec,15,6,2.15,1.84,0.31
1ppn-all-1sec,15,7,2.13,1.76,0.37
1ppn-all-1sec,15,8,2.09,1.73,0.36
1ppn-all-1sec,15,9,2.03,1.75,0.28
1ppn-all-1sec,15,10,2.11,1.74,0.37
1ppn-all-1sec,15,11,2.17,1.8,0.37
1ppn-all-1sec,15,12,2.15,1.84,0.31
1ppn-all-1sec,15,13,2.16,1.78,0.38
1ppn-all-1sec,15,14,2.09,1.74,0.35
1ppn-all-1sec,15,15,2.1,1.74,0.36
1ppn-all-1sec,15,16,2.07,1.73,0.34
1ppn-all-1sec,15,17,2.12,1.75,0.37
1ppn-all-1sec,15,18,2.17,1.79,0.38
1ppn-all-1sec,15,19,2.18,1.81,0.37
1ppn-all-1sec,15,20,2.1,1.74,0.36
1ppn-all-1sec,15,21,2.09,1.75,0.34
1ppn-all-1sec,15,22,2.11,1.78,0.33
1ppn-all-1sec,15,23,2.09,1.74,0.35
1ppn-all-1sec,15,24,2.04,1.75,0.29
1ppn-all-1sec,15,25,2.06,1.73,0.33
1ppn-all-1sec,15,26,2.15,1.79,0.36
1ppn-all-1sec,15,27,2.14,1.81,0.33
1ppn-all-1sec,15,28,2.13,1.76,0.37
1ppn-all-1sec,15,29,2.11,1.74,0.37
1ppn-all-1sec,15,30,2.12,1.82,0.3
1ppn-all-1sec,15,31,2.18,1.75,0.43
1ppn-all-1sec,15,32,2.17,1.77,0.4
1ppn-all-1sec,15,33,2.04,1.76,0.28
1ppn-all-1sec,15,34,2.07,1.73,0.34
1ppn-all-1sec,15,35,2.09,1.72,0.37
1ppn-all-1sec,15,36,2.15,1.79,0.36
1ppn-all-1sec,15,37,2.14,1.81,0.33
1ppn-all-1sec,15,38,2.07,1.73,0.34
1ppn-all-1sec,15,39,2.07,1.73,0.34
1ppn-all-1sec,15,40,2.13,1.73,0.4
1ppn-all-1sec,15,41,2.09,1.73,0.36
1ppn-all-1sec,15,42,2.08,1.73,0.35
1ppn-all-1sec,15,43,2.1,1.74,0.36
1ppn-all-1sec,15,44,2.06,1.74,0.32
1ppn-all-1sec,15,45,2.12,1.75,0.37
1ppn-all-1sec,15,46,2.06,1.73,0.33
1ppn-all-1sec,15,47,2.08,1.74,0.34
1ppn-all-1sec,15,48,2.11,1.78,0.33
1ppn-all-1sec,15,49,2.15,1.8,0.35
1ppn-all-1sec,15,50,2.09,1.75,0.34
1ppn-all-1sec,15,51,2.14,1.79,0.35
1ppn-all-1sec,15,52,2.17,1.77,0.4
1ppn-all-1sec,15,53,2.13,1.73,0.4
1ppn-all-1sec,15,54,2.1,1.72,0.38
1ppn-all-1sec,15,55,2.08,1.73,0.35
1ppn-all-1sec,15,56,2.07,1.74,0.33
1ppn-all-1sec,15,57,2.08,1.73,0.35
1ppn-all-1sec,15,58,2.09,1.73,0.36
1ppn-all-1sec,15,59,2.11,1.76,0.35
1ppn-all-1sec,15,60,2.09,1.75,0.34
1ppn-all-1sec,15,61,2.08,1.74,0.34
1ppn-all-1sec,15,62,2.15,1.81,0.34
1ppn-all-1sec,15,63,2.1,1.76,0.34
1ppn-all-1sec,15,64,2.07,1.77,0.3
1ppn-all-1sec,15,65,2.08,1.73,0.35
1ppn-all-1sec,15,66,2.07,1.73,0.34
1ppn-all-1sec,15,67,2.07,1.72,0.35
1ppn-all-1sec,15,68,2.01,1.73,0.28
1ppn-all-1sec,15,69,2.06,1.72,0.34
1ppn-all-1sec,15,70,2.09,1.76,0.33
1ppn-all-1sec,15,71,2.07,1.73,0.34
1ppn-all-1sec,15,72,2.08,1.74,0.34
1ppn-all-1sec,15,73,2.09,1.73,0.36
1ppn-all-1sec,15,74,2.07,1.74,0.33
1ppn-all-1sec,15,75,2.07,1.74,0.33
1ppn-all-1sec,15,76,2.17,1.81,0.36
1ppn-all-1sec,15,77,2.17,1.78,0.39
1ppn-all-1sec,15,78,2.15,1.74,0.41
1ppn-all-1sec,15,79,2.2,1.76,0.44
1ppn-all-1sec,15,80,2.06,1.77,0.29
1ppn-all-1sec,15,81,2.16,1.81,0.35
1ppn-all-1sec,15,82,2.09,1.74,0.35
1ppn-all-1sec,15,83,2.06,1.72,0.34
1ppn-all-1sec,15,84,2.04,1.73,0.31
1ppn-all-1sec,15,85,2.07,1.73,0.34
1ppn-all-1sec,15,86,2.06,1.72,0.34
1ppn-all-1sec,15,87,2.01,1.74,0.27
1ppn-all-1sec,15,88,2.04,1.72,0.32
1ppn-all-1sec,15,89,2.06,1.73,0.33
1ppn-all-1sec,15,90,2.05,1.74,0.31
1ppn-all-1sec,15,91,2.1,1.75,0.35
1ppn-all-1sec,15,92,2.04,1.72,0.32
1ppn-all-1sec,15,93,2.02,1.73,0.29
1ppn-all-1sec,15,94,2.09,1.73,0.36
1ppn-all-1sec,15,95,2.0,1.73,0.27
1ppn-all-1sec,15,96,2.08,1.73,0.35
1ppn-all-1sec,15,97,2.03,1.74,0.29
1ppn-all-1sec,15,98,2.07,1.74,0.33
1ppn-all-1sec,15,99,2.1,1.78,0.32
1ppn-all-1sec,15,100,2.1,1.74,0.36
1ppn-all-1sec,15,101,2.1,1.74,0.36
1ppn-all-1sec,15,102,2.11,1.79,0.32
1ppn-all-1sec,15,103,2.15,1.84,0.31
1ppn-all-1sec,15,104,2.14,1.73,0.41
1ppn-all-1sec,15,105,2.24,1.81,0.43
1ppn-all-1sec,15,106,2.17,1.74,0.43
1ppn-all-1sec,15,107,2.14,1.73,0.41
1ppn-all-1sec,15,108,2.1,1.75,0.35
1ppn-all-1sec,15,109,2.07,1.73,0.34
1ppn-all-1sec,15,110,2.17,1.79,0.38
1ppn-all-1sec,15,111,2.19,1.76,0.43
1ppn-all-1sec,15,112,2.1,1.75,0.35
1ppn-all-1sec,15,113,2.01,1.74,0.27
1ppn-all-1sec,15,114,2.1,1.73,0.37
1ppn-all-1sec,15,115,2.06,1.72,0.34
1ppn-all-1sec,15,116,2.04,1.73,0.31
1ppn-all-1sec,15,117,2.1,1.74,0.36
1ppn-all-1sec,15,118,2.1,1.73,0.37
1ppn-all-1sec,15,119,2.18,1.75,0.43
1ppn-all-1sec,15,120,2.05,1.74,0.31
1ppn-all-1sec,15,121,2.02,1.76,0.26
1ppn-all-1sec,15,122,2.08,1.74,0.34
1ppn-all-1sec,15,123,2.05,1.78,0.27
1ppn-all-1sec,15,124,2.13,1.78,0.35
1ppn-all-1sec,15,125,2.14,1.77,0.37
1ppn-all-1sec,15,126,2.08,1.73,0.35
1ppn-all-1sec,15,127,2.19,1.83,0.36
1ppn-all-1sec,15,128,2.16,1.81,0.35
1ppn-all-1sec,15,129,2.18,1.73,0.45
1ppn-all-1sec,15,130,2.13,1.73,0.4
1ppn-all-1sec,15,131,2.08,1.76,0.32
1ppn-all-1sec,15,132,2.05,1.72,0.33
1ppn-all-1sec,15,133,,,0.69
1ppn-all-1sec,16,1,2.62,1.96,0.66
1ppn-all-1sec,16,2,2.1,1.76,0.34
1ppn-all-1sec,16,3,2.05,1.74,0.31
1ppn-all-1sec,16,4,2.03,1.72,0.31
1ppn-all-1sec,16,5,2.17,1.81,0.36
1ppn-all-1sec,16,6,2.19,1.84,0.35
1ppn-all-1sec,16,7,2.08,1.75,0.33
1ppn-all-1sec,16,8,2.09,1.74,0.35
1ppn-all-1sec,16,9,2.05,1.75,0.3
1ppn-all-1sec,16,10,2.04,1.73,0.31
1ppn-all-1sec,16,11,2.15,1.81,0.34
1ppn-all-1sec,16,12,2.12,1.84,0.28
1ppn-all-1sec,16,13,2.15,1.78,0.37
1ppn-all-1sec,16,14,2.09,1.74,0.35
1ppn-all-1sec,16,15,2.11,1.76,0.35
1ppn-all-1sec,16,16,2.11,1.74,0.37
1ppn-all-1sec,16,17,2.13,1.75,0.38
1ppn-all-1sec,16,18,2.15,1.79,0.36
1ppn-all-1sec,16,19,2.14,1.81,0.33
1ppn-all-1sec,16,20,2.1,1.74,0.36
1ppn-all-1sec,16,21,2.04,1.72,0.32
1ppn-all-1sec,16,22,2.15,1.77,0.38
1ppn-all-1sec,16,23,2.09,1.73,0.36
1ppn-all-1sec,16,24,2.09,1.75,0.34
1ppn-all-1sec,16,25,2.07,1.72,0.35
1ppn-all-1sec,16,26,2.09,1.78,0.31
1ppn-all-1sec,16,27,2.08,1.78,0.3
1ppn-all-1sec,16,28,2.13,1.77,0.36
1ppn-all-1sec,16,29,2.02,1.73,0.29
1ppn-all-1sec,16,30,2.22,1.8,0.42
1ppn-all-1sec,16,31,2.21,1.74,0.47
1ppn-all-1sec,16,32,2.12,1.77,0.35
1ppn-all-1sec,16,33,2.02,1.73,0.29
1ppn-all-1sec,16,34,2.1,1.73,0.37
1ppn-all-1sec,16,35,2.07,1.73,0.34
1ppn-all-1sec,16,36,2.08,1.8,0.28
1ppn-all-1sec,16,37,2.13,1.79,0.34
1ppn-all-1sec,16,38,2.12,1.75,0.37
1ppn-all-1sec,16,39,2.1,1.72,0.38
1ppn-all-1sec,16,40,2.05,1.72,0.33
1ppn-all-1sec,16,41,2.09,1.73,0.36
1ppn-all-1sec,16,42,2.08,1.72,0.36
1ppn-all-1sec,16,43,2.1,1.73,0.37
1ppn-all-1sec,16,44,2.09,1.74,0.35
1ppn-all-1sec,16,45,2.14,1.75,0.39
1ppn-all-1sec,16,46,2.08,1.73,0.35
1ppn-all-1sec,16,47,2.05,1.73,0.32
1ppn-all-1sec,16,48,2.13,1.78,0.35
1ppn-all-1sec,16,49,2.16,1.79,0.37
1ppn-all-1sec,16,50,2.06,1.73,0.33
1ppn-all-1sec,16,51,2.19,1.83,0.36
1ppn-all-1sec,16,52,2.16,1.77,0.39
1ppn-all-1sec,16,53,2.09,1.73,0.36
1ppn-all-1sec,16,54,2.06,1.72,0.34
1ppn-all-1sec,16,55,2.07,1.73,0.34
1ppn-all-1sec,16,56,2.04,1.74,0.3
1ppn-all-1sec,16,57,2.12,1.74,0.38
1ppn-all-1sec,16,58,2.07,1.74,0.33
1ppn-all-1sec,16,59,2.11,1.76,0.35
1ppn-all-1sec,16,60,2.08,1.75,0.33
1ppn-all-1sec,16,61,2.16,1.74,0.42
1ppn-all-1sec,16,62,2.12,1.79,0.33
1ppn-all-1sec,16,63,2.08,1.75,0.33
1ppn-all-1sec,16,64,2.1,1.77,0.33
1ppn-all-1sec,16,65,2.06,1.72,0.34
1ppn-all-1sec,16,66,2.05,1.72,0.33
1ppn-all-1sec,16,67,2.08,1.73,0.35
1ppn-all-1sec,16,68,2.06,1.72,0.34
1ppn-all-1sec,16,69,2.06,1.74,0.32
1ppn-all-1sec,16,70,2.1,1.73,0.37
1ppn-all-1sec,16,71,2.07,1.73,0.34
1ppn-all-1sec,16,72,2.07,1.73,0.34
1ppn-all-1sec,16,73,2.06,1.72,0.34
1ppn-all-1sec,16,74,2.02,1.74,0.28
1ppn-all-1sec,16,75,2.01,1.74,0.27
1ppn-all-1sec,16,76,2.2,1.81,0.39
1ppn-all-1sec,16,77,2.17,1.76,0.41
1ppn-all-1sec,16,78,2.16,1.73,0.43
1ppn-all-1sec,16,79,2.03,1.73,0.3
1ppn-all-1sec,16,80,2.15,1.78,0.37
1ppn-all-1sec,16,81,2.09,1.81,0.28
1ppn-all-1sec,16,82,2.01,1.73,0.28
1ppn-all-1sec,16,83,2.1,1.76,0.34
1ppn-all-1sec,16,84,2.07,1.73,0.34
1ppn-all-1sec,16,85,2.01,1.73,0.28
1ppn-all-1sec,16,86,2.06,1.73,0.33
1ppn-all-1sec,16,87,2.02,1.74,0.28
1ppn-all-1sec,16,88,2.14,1.74,0.4
1ppn-all-1sec,16,89,2.08,1.73,0.35
1ppn-all-1sec,16,90,2.07,1.73,0.34
1ppn-all-1sec,16,91,2.08,1.75,0.33
1ppn-all-1sec,16,92,2.06,1.72,0.34
1ppn-all-1sec,16,93,2.02,1.73,0.29
1ppn-all-1sec,16,94,2.06,1.73,0.33
1ppn-all-1sec,16,95,2.07,1.73,0.34
1ppn-all-1sec,16,96,2.07,1.73,0.34
1ppn-all-1sec,16,97,2.08,1.76,0.32
1ppn-all-1sec,16,98,2.08,1.74,0.34
1ppn-all-1sec,16,99,2.12,1.79,0.33
1ppn-all-1sec,16,100,2.11,1.74,0.37
1ppn-all-1sec,16,101,2.13,1.76,0.37
1ppn-all-1sec,16,102,2.11,1.79,0.32
1ppn-all-1sec,16,103,2.24,1.84,0.4
1ppn-all-1sec,16,104,8.73,8.33,0.4
1ppn-all-1sec,16,105,2.12,1.74,0.38
1ppn-all-1sec,16,106,2.05,1.72,0.33
1ppn-all-1sec,16,107,2.09,1.76,0.33
1ppn-all-1sec,16,108,2.08,1.76,0.32
1ppn-all-1sec,16,109,2.07,1.74,0.33
1ppn-all-1sec,16,110,2.11,1.74,0.37
1ppn-all-1sec,16,111,2.05,1.72,0.33
1ppn-all-1sec,16,112,2.07,1.72,0.35
1ppn-all-1sec,16,113,2.06,1.73,0.33
1ppn-all-1sec,16,114,2.03,1.73,0.3
1ppn-all-1sec,16,115,2.03,1.72,0.31
1ppn-all-1sec,16,116,2.06,1.73,0.33
1ppn-all-1sec,16,117,2.09,1.74,0.35
1ppn-all-1sec,16,118,2.1,1.75,0.35
1ppn-all-1sec,16,119,2.11,1.75,0.36
1ppn-all-1sec,16,120,2.02,1.75,0.27
1ppn-all-1sec,16,121,2.13,1.8,0.33
1ppn-all-1sec,16,122,2.08,1.78,0.3
1ppn-all-1sec,16,123,2.03,1.76,0.27
1ppn-all-1sec,16,124,2.24,1.85,0.39
1ppn-all-1sec,16,125,2.16,1.77,0.39
1ppn-all-1sec,16,126,2.18,1.73,0.45
1ppn-all-1sec,16,127,2.05,1.73,0.32
1ppn-all-1sec,16,128,2.04,1.74,0.3
1ppn-all-1sec,16,129,2.12,1.73,0.39
1ppn-all-1sec,16,130,2.14,1.8,0.34
1ppn-all-1sec,16,131,2.96,1.73,1.23
1ppn-all-1sec,16,132,2.0,1.73,0.27
1ppn-all-1sec,16,133,,,0.8
1ppn-all-1sec,17,1,2.61,1.94,0.67
1ppn-all-1sec,17,2,2.01,1.75,0.26
1ppn-all-1sec,17,3,2.07,1.74,0.33
1ppn-all-1sec,17,4,2.08,1.74,0.34
1ppn-all-1sec,17,5,2.12,1.82,0.3
1ppn-all-1sec,17,6,2.16,1.86,0.3
1ppn-all-1sec,17,7,2.11,1.78,0.33
1ppn-all-1sec,17,8,2.12,1.75,0.37
1ppn-all-1sec,17,9,2.09,1.74,0.35
1ppn-all-1sec,17,10,2.08,1.76,0.32
1ppn-all-1sec,17,11,2.11,1.78,0.33
1ppn-all-1sec,17,12,2.17,1.86,0.31
1ppn-all-1sec,17,13,2.11,1.77,0.34
1ppn-all-1sec,17,14,2.07,1.74,0.33
1ppn-all-1sec,17,15,2.1,1.75,0.35
1ppn-all-1sec,17,16,2.08,1.73,0.35
1ppn-all-1sec,17,17,2.13,1.76,0.37
1ppn-all-1sec,17,18,2.13,1.79,0.34
1ppn-all-1sec,17,19,2.15,1.79,0.36
1ppn-all-1sec,17,20,2.07,1.74,0.33
1ppn-all-1sec,17,21,2.02,1.74,0.28
1ppn-all-1sec,17,22,2.14,1.78,0.36
1ppn-all-1sec,17,23,2.11,1.74,0.37
1ppn-all-1sec,17,24,2.1,1.75,0.35
1ppn-all-1sec,17,25,2.05,1.74,0.31
1ppn-all-1sec,17,26,2.11,1.79,0.32
1ppn-all-1sec,17,27,2.15,1.81,0.34
1ppn-all-1sec,17,28,2.07,1.76,0.31
1ppn-all-1sec,17,29,2.05,1.75,0.3
1ppn-all-1sec,17,30,2.12,1.76,0.36
1ppn-all-1sec,17,31,2.19,1.74,0.45
1ppn-all-1sec,17,32,2.18,1.77,0.41
1ppn-all-1sec,17,33,2.04,1.76,0.28
1ppn-all-1sec,17,34,2.04,1.73,0.31
1ppn-all-1sec,17,35,2.1,1.74,0.36
1ppn-all-1sec,17,36,2.1,1.79,0.31
1ppn-all-1sec,17,37,2.08,1.79,0.29
1ppn-all-1sec,17,38,2.1,1.75,0.35
1ppn-all-1sec,17,39,2.09,1.74,0.35
1ppn-all-1sec,17,40,2.02,1.74,0.28
1ppn-all-1sec,17,41,2.09,1.74,0.35
1ppn-all-1sec,17,42,2.08,1.74,0.34
1ppn-all-1sec,17,43,2.09,1.73,0.36
1ppn-all-1sec,17,44,2.04,1.74,0.3
1ppn-all-1sec,17,45,2.11,1.76,0.35
1ppn-all-1sec,17,46,2.08,1.74,0.34
1ppn-all-1sec,17,47,2.11,1.74,0.37
1ppn-all-1sec,17,48,2.14,1.79,0.35
1ppn-all-1sec,17,49,2.17,1.79,0.38
1ppn-all-1sec,17,50,2.09,1.75,0.34
1ppn-all-1sec,17,51,2.29,1.86,0.43
1ppn-all-1sec,17,52,2.22,1.81,0.41
1ppn-all-1sec,17,53,2.08,1.73,0.35
1ppn-all-1sec,17,54,2.07,1.73,0.34
1ppn-all-1sec,17,55,2.03,1.73,0.3
1ppn-all-1sec,17,56,2.09,1.74,0.35
1ppn-all-1sec,17,57,2.09,1.75,0.34
1ppn-all-1sec,17,58,2.04,1.73,0.31
1ppn-all-1sec,17,59,2.09,1.75,0.34
1ppn-all-1sec,17,60,2.1,1.76,0.34
1ppn-all-1sec,17,61,2.08,1.77,0.31
1ppn-all-1sec,17,62,2.18,1.82,0.36
1ppn-all-1sec,17,63,2.07,1.74,0.33
1ppn-all-1sec,17,64,2.06,1.75,0.31
1ppn-all-1sec,17,65,2.06,1.73,0.33
1ppn-all-1sec,17,66,2.09,1.75,0.34
1ppn-all-1sec,17,67,2.09,1.73,0.36
1ppn-all-1sec,17,68,2.04,1.73,0.31
1ppn-all-1sec,17,69,2.06,1.73,0.33
1ppn-all-1sec,17,70,2.15,1.75,0.4
1ppn-all-1sec,17,71,2.08,1.73,0.35
1ppn-all-1sec,17,72,2.09,1.74,0.35
1ppn-all-1sec,17,73,2.06,1.74,0.32
1ppn-all-1sec,17,74,2.08,1.73,0.35
1ppn-all-1sec,17,75,2.01,1.75,0.26
1ppn-all-1sec,17,76,2.19,1.79,0.4
1ppn-all-1sec,17,77,2.14,1.76,0.38
1ppn-all-1sec,17,78,2.09,1.74,0.35
1ppn-all-1sec,17,79,2.1,1.76,0.34
1ppn-all-1sec,17,80,2.05,1.77,0.28
1ppn-all-1sec,17,81,2.15,1.8,0.35
1ppn-all-1sec,17,82,2.01,1.73,0.28
1ppn-all-1sec,17,83,2.08,1.73,0.35
1ppn-all-1sec,17,84,2.06,1.73,0.33
1ppn-all-1sec,17,85,2.0,1.73,0.27
1ppn-all-1sec,17,86,2.09,1.73,0.36
1ppn-all-1sec,17,87,2.05,1.75,0.3
1ppn-all-1sec,17,88,2.13,1.74,0.39
1ppn-all-1sec,17,89,2.09,1.73,0.36
1ppn-all-1sec,17,90,2.07,1.74,0.33
1ppn-all-1sec,17,91,2.1,1.75,0.35
1ppn-all-1sec,17,92,2.05,1.73,0.32
1ppn-all-1sec,17,93,2.04,1.74,0.3
1ppn-all-1sec,17,94,2.08,1.74,0.34
1ppn-all-1sec,17,95,2.07,1.74,0.33
1ppn-all-1sec,17,96,2.08,1.74,0.34
1ppn-all-1sec,17,97,2.06,1.75,0.31
1ppn-all-1sec,17,98,2.06,1.75,0.31
1ppn-all-1sec,17,99,2.11,1.78,0.33
